## Generation 0 
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'collision': 0, 'robot_pos': [114.0981674194336, 512.9097290039062, 1.1853982210159302], 'dist_obj': -456.1291860257715, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -510.013168021442, 'robot_pos': [178.00074768066406, 556.1746215820312, -0.01460176706314087]}
{'exit_reached': 0.0, 'collision': 9, 'robot_pos': [62.90951156616211, 580.0762329101562, -1.9218653440475464], 'dist_obj': -520.0843713240888}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -517.989700046997, 'robot_pos': [58.1309814453125, 577.986328125, -1.097786784172058]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -386.8195089992963, 'robot_pos': [276.84088134765625, 380.32696533203125, -1.2146018743515015]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [58.1309814453125, 577.986328125, -1.097786784172058], 'dist_obj': -517.989700046997}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [186.58421325683594, 556.8795166015625, -0.07879000902175903], 'dist_obj': -512.7502482340253}
{'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [287.85968017578125, 388.12109375, -0.8607494831085205], 'dist_obj': -399.4790182393884, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -529.2898890615285, 'robot_pos': [184.45091247558594, 574.450927734375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -531.078841846277, 'robot_pos': [217.25924682617188, 567.2615356445312, -3.064112424850464]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [165.74334716796875, 577.279541015625, 0.9182368516921997], 'dist_obj': -527.9770629711306}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -470.4316371988821, 'robot_pos': [83.63890838623047, 529.8373413085938, 0.16908130049705505]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -489.42402158431906, 'robot_pos': [58.01172637939453, 549.4199829101562, -0.6426141262054443]}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -425.99647910718494, 'robot_pos': [59.47433853149414, 485.99615478515625, 1.5853981971740723]}
{'collision': 0, 'robot_pos': [215.23727416992188, 540.5550537109375, -0.5685995221138], 'dist_obj': -505.0067038553345, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -518.5384560054019, 'robot_pos': [17.117734909057617, 576.7622680664062, -0.13141709566116333]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [224.7483673095703, 557.562255859375, 0.6347006559371948], 'dist_obj': -524.1280597211327}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 1.1853982210159302]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -469.496204476006, 'robot_pos': [124.08717346191406, 525.1016235351562, 1.1853982210159302]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -516.5333508651585, 'robot_pos': [399.8638000488281, 448.97210693359375, 0.38539817929267883]}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 9, 'robot_pos': [312.7620849609375, 459.7747497558594, 0.3853982388973236], 'dist_obj': -472.97835271411753, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.005165100097656, 552.3280639648438, 1.997829556465149], 'dist_obj': -494.2018599676059}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -520.7159771365989, 'robot_pos': [104.03417205810547, 578.8507690429688, 2.3853981494903564]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [56.7994384765625, 568.8890991210938, -0.2727092206478119], 'dist_obj': -508.89916368406784}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 1.1853982210159302]}
{'exit_reached': 0.0, 'collision': 9, 'dist_obj': -723.4052119523253, 'robot_pos': [580.0636596679688, 562.8408203125, 1.3758217096328735]}
{'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -728.6300313415733, 'robot_pos': [579.7305297851562, 570.6680908203125, 1.1853982210159302]}
{'collision': 10, 'robot_pos': [579.9391479492188, 568.1642456054688, 1.2122187614440918], 'dist_obj': -727.0265594061435, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [202.6750030517578, 564.8639526367188, -0.42331764101982117], 'dist_obj': -524.6367954764421}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -519.6977654569707, 'robot_pos': [83.0501937866211, 579.1863403320312, -2.0054678916931152]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [376.079833984375, 470.9114990234375, -2.799800395965576], 'dist_obj': -518.4155876141058}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -521.4016943744369, 'robot_pos': [117.07946014404297, 578.2679443359375, 1.5853981971740723]}
{'collision': 0, 'robot_pos': [177.23924255371094, 490.1039123535156, -1.0482321977615356], 'dist_obj': -445.79638335945316, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -442.4688543985334, 'robot_pos': [100.07292938232422, 500.6504821777344, 2.317889928817749]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -414.45571418283106, 'robot_pos': [81.26795196533203, 473.90966796875, 1.702213168144226]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -516.397806380639, 'robot_pos': [22.448240280151367, 575.0306396484375, 0.26858291029930115]}
{'exit_reached': 0.0, 'collision': 9, 'dist_obj': -472.97835271411753, 'robot_pos': [312.7620849609375, 459.7747497558594, 0.3853982388973236]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -529.6892918915456, 'robot_pos': [412.89556884765625, 455.01324462890625, 0.38539817929267883]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -516.1098205933844, 'robot_pos': [137.359619140625, 570.2791748046875, -0.8799268007278442]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -528.29206413738, 'robot_pos': [162.4751434326172, 578.2579956054688, 1.038742184638977]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -519.4915241557229, 'robot_pos': [133.67955017089844, 574.239990234375, -0.8680926561355591]}
{'collision': 0, 'robot_pos': [60.0, 450.0, 1.1853982210159302], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [190.7395782470703, 561.7435913085938, -0.805893063545227], 'dist_obj': -518.497317967477, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -511.0059342070902, 'robot_pos': [208.56956481933594, 548.931640625, 0.052526772022247314]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [153.76976013183594, 579.5114135742188, 1.5179805755615234], 'dist_obj': -527.9061249399035}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -521.1073065515939, 'robot_pos': [16.705787658691406, 579.3057250976562, 2.3853981494903564]}
{'collision': 9, 'exit_reached': 0.0, 'dist_obj': -520.9923385250103, 'robot_pos': [36.92208480834961, 580.48095703125, -1.1584562063217163]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -535.5370317409288, 'robot_pos': [196.11764526367188, 577.94970703125, 1.4830389022827148]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [209.00885009765625, 575.1736450195312, 0.8603017926216125], 'dist_obj': -536.2905200822925}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -520.1297983147659, 'robot_pos': [73.49226379394531, 579.9547729492188, -2.014601945877075]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [158.97732543945312, 571.8118286132812, 0.9002467393875122], 'dist_obj': -521.2944070864545}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [80.98876953125, 483.262939453125, -0.13141709566116333], 'dist_obj': -423.78301565888137}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -512.7139864655885, 'robot_pos': [202.2608642578125, 552.5824584960938, -0.18374493718147278]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -430.5443677063674, 'robot_pos': [37.30620193481445, 489.94586181640625, -0.13327965140342712]}
{'exit_reached': 0.0, 'collision': 9, 'dist_obj': -723.4049518754846, 'robot_pos': [580.0616455078125, 562.842529296875, 1.3758567571640015]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -554.1270977224676, 'robot_pos': [251.3534698486328, 580.0391235351562, 2.739870071411133]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -520.7747392815401, 'robot_pos': [42.15570831298828, 580.4689331054688, -1.2308903932571411]}
{'collision': 0, 'robot_pos': [158.97732543945312, 571.8118286132812, 0.9002467393875122], 'dist_obj': -521.2944070864545, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [317.38677978515625, 404.01495361328125, -0.8146018385887146], 'dist_obj': -429.6443211747603}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [73.49226379394531, 579.9547729492188, -2.014601945877075], 'dist_obj': -520.1297983147659}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -520.1785697652583, 'robot_pos': [98.2959213256836, 578.7669677734375, 2.3853981494903564]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -519.7920980086567, 'robot_pos': [198.72377014160156, 560.9386596679688, -0.22371789813041687]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [83.68080139160156, 526.448486328125, 0.11219009757041931], 'dist_obj': -467.04921662748507}
{'collision': 10, 'robot_pos': [133.5972900390625, 577.1339111328125, 1.7613496780395508], 'dist_obj': -522.3447550656688, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -428.25232160620754, 'robot_pos': [74.6746597290039, 488.0008239746094, 0.15435633063316345]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [578.5877685546875, 527.2066040039062, -0.014601826667785645], 'dist_obj': -698.0080834198076}
{'collision': 0, 'robot_pos': [76.49456787109375, 443.5896911621094, 1.885338306427002], 'dist_obj': -383.94416512703583, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [58.1309814453125, 577.986328125, 1.5853981971740723], 'dist_obj': -517.989700046997}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -466.0471756297391, 'robot_pos': [95.5475082397461, 524.6895141601562, -2.191845178604126]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -535.5370317409288, 'robot_pos': [196.11764526367188, 577.94970703125, 1.4830389022827148]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [53.883949279785156, 578.5482788085938, -1.3826632499694824], 'dist_obj': -518.5843456292981}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -515.3685011100091, 'robot_pos': [166.01470947265625, 564.3466796875, -0.5809717178344727]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -487.04310344295334, 'robot_pos': [60.85190200805664, 547.0423583984375, -0.5809717178344727]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -514.9138814084528, 'robot_pos': [149.99720764160156, 566.9879760742188, 0.92487633228302]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [579.7305297851562, 570.6680908203125, 1.1853982210159302], 'dist_obj': -728.6300313415733}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [184.8700408935547, 567.7648315429688, 0.9030264616012573], 'dist_obj': -522.8935372182539}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -509.0085874299468, 'robot_pos': [146.71560668945312, 561.5676879882812, -0.564272403717041]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -457.7319762385581, 'robot_pos': [121.17806243896484, 513.6251831054688, -1.7314170598983765]}
{'collision': 10, 'robot_pos': [232.0254364013672, 549.6380004882812, 0.5063114762306213], 'dist_obj': -518.9779593501471, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -525.9293077140014, 'robot_pos': [141.16497802734375, 579.6286010742188, 1.1853982210159302]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -484.95680449958934, 'robot_pos': [92.03115844726562, 543.8978271484375, -1.8240495920181274]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [117.07946014404297, 578.2679443359375, 1.5853981971740723], 'dist_obj': -521.4016943744369}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -530.1827734695917, 'robot_pos': [201.9237518310547, 570.8340454101562, -0.4146018326282501]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -434.52841938428503, 'robot_pos': [212.65594482421875, 466.83056640625, -2.14894962310791]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [190.86143493652344, 576.7349853515625, -0.8146018385887146], 'dist_obj': -533.0476153590085}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -728.6300313415733, 'robot_pos': [579.7305297851562, 570.6680908203125, 1.1853982210159302]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -456.1291860257715, 'robot_pos': [114.0981674194336, 512.9097290039062, 1.1853982210159302]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [184.62989807128906, 579.0357055664062, 1.1853982210159302], 'dist_obj': -533.7889799781155}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 1.1853982210159302]}
{'collision': 0, 'robot_pos': [117.10559844970703, 520.3229370117188, 1.9853981733322144], 'dist_obj': -463.85154490784436, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 9, 'robot_pos': [187.2793426513672, 577.2793579101562, 1.1853982210159302], 'dist_obj': -532.7081425937731}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -470.02265949179986, 'robot_pos': [173.34095764160156, 516.1525268554688, -0.014601826667785645]}
{'collision': 0, 'robot_pos': [54.84744644165039, 439.16253662109375, -2.014601945877075], 'dist_obj': -379.197544803647, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -417.095548956909, 'robot_pos': [49.01029968261719, 476.95074462890625, 1.0501972436904907]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [161.03570556640625, 566.4559936523438, 1.1853982210159302], 'dist_obj': -516.4357533185366}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -440.55215505354414, 'robot_pos': [170.68812561035156, 486.4203796386719, -1.0482321977615356]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -516.4357533185366, 'robot_pos': [161.03570556640625, 566.4559936523438, 1.1853982210159302]}
{'collision': 0, 'robot_pos': [149.9512176513672, 573.631103515625, 0.9154893159866333], 'dist_obj': -521.4481106070309, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [125.1240005493164, 573.803466796875, -0.8473528623580933], 'dist_obj': -517.9142187081127, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 1.1853982210159302]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -440.43337116585235, 'robot_pos': [105.58377838134766, 498.068115234375, 1.3357529640197754]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [98.2959213256836, 578.7669677734375, 2.3853981494903564], 'dist_obj': -520.1785697652583}
{'collision': 10, 'robot_pos': [58.1309814453125, 577.986328125, -1.0397623777389526], 'dist_obj': -517.989700046997, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [57.97572326660156, 455.4621887207031, -0.0885668396949768], 'dist_obj': -395.46736958194464, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [107.06758880615234, 501.6009521484375, 1.354262113571167], 'dist_obj': -444.1021941562906, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -514.4958291702479, 'robot_pos': [211.47897338867188, 551.6910400390625, -0.22406253218650818]}
{'collision': 10, 'robot_pos': [73.49226379394531, 579.9547729492188, -2.014601945877075], 'dist_obj': -520.1297983147659, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -571.2733330664057, 'robot_pos': [450.89727783203125, 476.59637451171875, 0.38539817929267883]}
{'collision': 0, 'robot_pos': [165.72317504882812, 577.28271484375, 0.9191429615020752], 'dist_obj': -527.9761328114421, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [579.2130126953125, 564.5304565429688, 1.1853982210159302], 'dist_obj': -723.9703958944725}
{'collision': 0, 'robot_pos': [321.04827880859375, 531.1944580078125, 2.161461114883423], 'dist_obj': -538.6746895169714, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -425.0236031873099, 'robot_pos': [313.8774719238281, 400.8684387207031, 0.38539817929267883]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -529.2898890615285, 'robot_pos': [184.45091247558594, 574.450927734375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [92.55767059326172, 578.6831665039062, 2.3853981494903564], 'dist_obj': -519.7039822138929}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -486.9942763345846, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [87.97313690185547, 451.2261962890625, 0.9022132158279419], 'dist_obj': -392.22497759696284}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -497.0485801716667, 'robot_pos': [268.14508056640625, 511.3678283691406, -1.4259101152420044]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [141.86004638671875, 579.3834838867188, 1.60487699508667], 'dist_obj': -525.7948939736303}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -525.728397702664, 'robot_pos': [208.84628295898438, 564.2173461914062, 0.05001765489578247]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [184.45091247558594, 574.450927734375, 0.7853981852531433], 'dist_obj': -529.2898890615285}
{'collision': 10, 'robot_pos': [142.9806671142578, 576.6970825195312, 1.4633700847625732], 'dist_obj': -523.3179398787343, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -505.029703481631, 'robot_pos': [126.35070037841797, 560.6521606445312, 0.811663031578064]}
{'collision': 0, 'robot_pos': [68.39065551757812, 497.5849304199219, 1.4897876977920532], 'dist_obj': -437.6653680960176, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -525.0739178042458, 'robot_pos': [136.0830535888672, 579.532470703125, 1.5853981971740723]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -398.2110977578258, 'robot_pos': [78.14093017578125, 457.79766845703125, -2.8146021366119385]}
{'collision': 10, 'robot_pos': [225.0558624267578, 558.46337890625, 0.7519301772117615], 'dist_obj': -525.0801632437438, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [77.71099090576172, 576.5604248046875, -1.7406678199768066], 'dist_obj': -516.863958574462, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [82.92959594726562, 427.7137145996094, -2.327768564224243], 'dist_obj': -368.4279336246749, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [115.13540649414062, 512.0690307617188, 1.207542896270752], 'dist_obj': -455.4188419719961, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -525.5333684191495, 'robot_pos': [219.2706756591797, 560.8175048828125, 0.6669856905937195]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -474.8077894218623, 'robot_pos': [52.734458923339844, 534.752197265625, -0.4522568881511688]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 9, 'exit_reached': 0.0, 'dist_obj': -527.5522998064928, 'robot_pos': [164.58419799804688, 577.081787109375, 1.4186010360717773]}
## Generation 53 
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -380.8208207575192, 'robot_pos': [106.62042999267578, 437.9563903808594, -1.2598650455474854]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [22.448240280151367, 575.0306396484375, 0.26858291029930115], 'dist_obj': -516.397806380639}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [77.49998474121094, 577.88525390625, -1.7521065473556519], 'dist_obj': -518.1808426403697}
{'exit_reached': 0.0, 'collision': 9, 'dist_obj': -512.5150919530298, 'robot_pos': [240.0958709716797, 539.8303833007812, 2.838676691055298]}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
